series_title,released_year,certificate,runtime,genre,imdb_rating,meta_score,gross,genre1,genre2,genre3
The Hobbit: An Unexpected Journey,2012,UA,169 min,"Adventure, Fantasy",7.8,58.0,"303,003,568",Adventure,Fantasy,
Auf der anderen Seite,2007,,122 min,Drama,7.8,85.0,"741,283",Drama,,
Atonement,2007,R,123 min,"Drama, Mystery, Romance",7.8,85.0,"50,927,067",Drama,Mystery,Romance
Drive,2011,A,100 min,"Crime, Drama",7.8,78.0,"35,061,555",Crime,Drama,
American Gangster,2007,A,157 min,"Biography, Crime, Drama",7.8,76.0,"130,164,645",Biography,Crime,Drama
Avatar,2009,UA,162 min,"Action, Adventure, Fantasy",7.8,83.0,"760,507,625",Action,Adventure,Fantasy
Mr. Nobody,2009,R,141 min,"Drama, Fantasy, Romance",7.8,63.0,"3,600",Drama,Fantasy,Romance
Apocalypto,2006,A,139 min,"Action, Adventure, Drama",7.8,68.0,"50,866,635",Action,Adventure,Drama
Little Miss Sunshine,2006,UA,101 min,"Comedy, Drama",7.8,80.0,"59,891,098",Comedy,Drama,
Hot Fuzz,2007,UA,121 min,"Action, Comedy, Mystery",7.8,81.0,"23,637,265",Action,Comedy,Mystery
The Curious Case of Benjamin Button,2008,UA,166 min,"Drama, Fantasy, Romance",7.8,70.0,"127,509,326",Drama,Fantasy,Romance
Veer-Zaara,2004,U,192 min,"Drama, Family, Musical",7.8,67.0,"2,921,738",Drama,Family,Musical
Adams æbler,2005,R,94 min,"Comedy, Crime, Drama",7.8,51.0,"1,305",Comedy,Crime,Drama
Pride & Prejudice,2005,PG,129 min,"Drama, Romance",7.8,82.0,"38,405,088",Drama,Romance,
The World's Fastest Indian,2005,U,127 min,"Biography, Drama, Sport",7.8,68.0,"5,128,124",Biography,Drama,Sport
Tôkyô goddofâzâzu,2003,UA,90 min,"Animation, Adventure, Comedy",7.8,73.0,"128,985",Animation,Adventure,Comedy
Serenity,2005,PG-13,119 min,"Action, Adventure, Sci-Fi",7.8,74.0,"25,514,517",Action,Adventure,Sci-Fi
Walk the Line,2005,PG-13,136 min,"Biography, Drama, Music",7.8,72.0,"119,519,402",Biography,Drama,Music
Ondskan,2003,,113 min,Drama,7.8,61.0,"15,280",Drama,,
The Notebook,2004,A,123 min,"Drama, Romance",7.8,53.0,"81,001,787",Drama,Romance,
Diarios de motocicleta,2004,U,126 min,"Adventure, Biography, Drama",7.8,75.0,"16,756,372",Adventure,Biography,Drama
Lilja 4-ever,2002,R,109 min,"Crime, Drama",7.8,82.0,"181,655",Crime,Drama,
Les triplettes de Belleville,2003,PG-13,80 min,"Animation, Comedy, Drama",7.8,91.0,"7,002,255",Animation,Comedy,Drama
Gongdong gyeongbi guyeok JSA,2000,,110 min,"Action, Drama, Thriller",7.8,58.0,,Action,Drama,Thriller
The Count of Monte Cristo,2002,PG-13,131 min,"Action, Adventure, Drama",7.8,61.0,"54,234,062",Action,Adventure,Drama
Waking Life,2001,R,99 min,"Animation, Drama, Fantasy",7.8,83.0,"2,892,011",Animation,Drama,Fantasy
Remember the Titans,2000,U,113 min,"Biography, Drama, Sport",7.8,48.0,"115,654,751",Biography,Drama,Sport
Wo hu cang long,2000,UA,120 min,"Action, Adventure, Fantasy",7.8,94.0,"128,078,872",Action,Adventure,Fantasy
Todo sobre mi madre,1999,R,101 min,Drama,7.8,87.0,"8,264,530",Drama,,
Cast Away,2000,UA,143 min,"Adventure, Drama, Romance",7.8,73.0,"233,632,142",Adventure,Drama,Romance
The Boondock Saints,1999,R,108 min,"Action, Crime, Thriller",7.8,44.0,"25,812",Action,Crime,Thriller
The Insider,1999,UA,157 min,"Biography, Drama, Thriller",7.8,84.0,"28,965,197",Biography,Drama,Thriller
October Sky,1999,PG,108 min,"Biography, Drama, Family",7.8,71.0,"32,481,825",Biography,Drama,Family
Shrek,2001,U,90 min,"Animation, Adventure, Comedy",7.8,84.0,"267,665,011",Animation,Adventure,Comedy
Titanic,1997,UA,194 min,"Drama, Romance",7.8,75.0,"659,325,379",Drama,Romance,
Hana-bi,1997,,103 min,"Crime, Drama, Romance",7.8,,"233,986",Crime,Drama,Romance
Gattaca,1997,UA,106 min,"Drama, Sci-Fi, Thriller",7.8,64.0,"12,339,633",Drama,Sci-Fi,Thriller
The Game,1997,UA,129 min,"Action, Drama, Mystery",7.8,61.0,"48,323,648",Action,Drama,Mystery
Breaking the Waves,1996,R,159 min,Drama,7.8,76.0,"4,040,691",Drama,,
Ed Wood,1994,U,127 min,"Biography, Comedy, Drama",7.8,70.0,"5,887,457",Biography,Comedy,Drama
What's Eating Gilbert Grape,1993,U,118 min,Drama,7.8,73.0,"9,170,214",Drama,,
Tombstone,1993,R,130 min,"Action, Biography, Drama",7.8,50.0,"56,505,065",Action,Biography,Drama
The Sandlot,1993,U,101 min,"Comedy, Drama, Family",7.8,55.0,"32,416,586",Comedy,Drama,Family
The Remains of the Day,1993,U,134 min,"Drama, Romance",7.8,84.0,"22,954,968",Drama,Romance,
Naked,1993,,132 min,"Comedy, Drama",7.8,84.0,"1,769,305",Comedy,Drama,
The Fugitive,1993,U,130 min,"Action, Crime, Drama",7.8,87.0,"183,875,760",Action,Crime,Drama
A Bronx Tale,1993,R,121 min,"Crime, Drama, Romance",7.8,80.0,"17,266,971",Crime,Drama,Romance
Batman: Mask of the Phantasm,1993,PG,76 min,"Animation, Action, Crime",7.8,,"5,617,391",Animation,Action,Crime
Lat sau san taam,1992,R,128 min,"Action, Crime, Thriller",7.8,,,Action,Crime,Thriller
Night on Earth,1991,R,129 min,"Comedy, Drama",7.8,68.0,"2,015,810",Comedy,Drama,
La double vie de Véronique,1991,R,98 min,"Drama, Fantasy, Music",7.8,86.0,"1,999,955",Drama,Fantasy,Music
Boyz n the Hood,1991,A,112 min,"Crime, Drama",7.8,76.0,"57,504,069",Crime,Drama,
Misery,1990,R,107 min,"Drama, Thriller",7.8,75.0,"61,276,872",Drama,Thriller,
Awakenings,1990,U,121 min,"Biography, Drama",7.8,74.0,"52,096,475",Biography,Drama,
Majo no takkyûbin,1989,U,103 min,"Animation, Adventure, Drama",7.8,83.0,,Animation,Adventure,Drama
Glory,1989,R,122 min,"Biography, Drama, History",7.8,78.0,"26,830,000",Biography,Drama,History
Dip huet seung hung,1989,R,111 min,"Action, Crime, Drama",7.8,82.0,,Action,Crime,Drama
Back to the Future Part II,1989,U,108 min,"Adventure, Comedy, Sci-Fi",7.8,57.0,"118,500,000",Adventure,Comedy,Sci-Fi
Mississippi Burning,1988,A,128 min,"Crime, Drama, History",7.8,65.0,"34,603,943",Crime,Drama,History
Predator,1987,A,107 min,"Action, Adventure, Sci-Fi",7.8,45.0,"59,735,548",Action,Adventure,Sci-Fi
Evil Dead II,1987,A,84 min,"Action, Comedy, Fantasy",7.8,72.0,"5,923,044",Action,Comedy,Fantasy
Ferris Bueller's Day Off,1986,U,103 min,Comedy,7.8,61.0,"70,136,369",Comedy,,
Down by Law,1986,R,107 min,"Comedy, Crime, Drama",7.8,75.0,"1,436,000",Comedy,Crime,Drama
The Goonies,1985,U,114 min,"Adventure, Comedy, Family",7.8,62.0,"61,503,218",Adventure,Comedy,Family
The Color Purple,1985,U,154 min,Drama,7.8,78.0,"98,467,863",Drama,,
The Breakfast Club,1985,UA,97 min,"Comedy, Drama",7.8,66.0,"45,875,171",Comedy,Drama,
The Killing Fields,1984,UA,141 min,"Biography, Drama, History",7.8,76.0,"34,700,291",Biography,Drama,History
Ghostbusters,1984,UA,105 min,"Action, Comedy, Fantasy",7.8,71.0,"238,632,124",Action,Comedy,Fantasy
The Right Stuff,1983,PG,193 min,"Adventure, Biography, Drama",7.8,91.0,"21,500,000",Adventure,Biography,Drama
The King of Comedy,1982,U,109 min,"Comedy, Crime, Drama",7.8,73.0,"2,500,000",Comedy,Crime,Drama
E.T. the Extra-Terrestrial,1982,U,115 min,"Family, Sci-Fi",7.8,91.0,"435,110,554",Family,Sci-Fi,
Kramer vs. Kramer,1979,A,105 min,Drama,7.8,77.0,"106,260,000",Drama,,
Days of Heaven,1978,PG,94 min,"Drama, Romance",7.8,93.0,,Drama,Romance,
The Outlaw Josey Wales,1976,A,135 min,Western,7.8,69.0,"31,800,000",Western,,
The Man Who Would Be King,1975,PG,129 min,"Adventure, History, War",7.8,91.0,,Adventure,History,War
The Conversation,1974,U,113 min,"Drama, Mystery, Thriller",7.8,85.0,"4,420,000",Drama,Mystery,Thriller
La planète sauvage,1973,U,72 min,"Animation, Sci-Fi",7.8,73.0,"193,817",Animation,Sci-Fi,
The Day of the Jackal,1973,A,143 min,"Crime, Drama, Thriller",7.8,80.0,"16,056,255",Crime,Drama,Thriller
Badlands,1973,PG,94 min,"Action, Crime, Drama",7.8,93.0,,Action,Crime,Drama
Cabaret,1972,A,124 min,"Drama, Music, Musical",7.8,80.0,"42,765,000",Drama,Music,Musical
Willy Wonka & the Chocolate Factory,1971,U,100 min,"Family, Fantasy, Musical",7.8,67.0,"4,000,000",Family,Fantasy,Musical
Midnight Cowboy,1969,A,113 min,Drama,7.8,79.0,"44,785,053",Drama,,
Wait Until Dark,1967,,108 min,Thriller,7.8,81.0,"17,550,741",Thriller,,
Guess Who's Coming to Dinner,1967,,108 min,"Comedy, Drama",7.8,63.0,"56,700,000",Comedy,Drama,
Bonnie and Clyde,1967,A,111 min,"Action, Biography, Crime",7.8,86.0,,Action,Biography,Crime
My Fair Lady,1964,U,170 min,"Drama, Family, Musical",7.8,95.0,"72,000,000",Drama,Family,Musical
Mary Poppins,1964,U,139 min,"Comedy, Family, Fantasy",7.8,88.0,"102,272,727",Comedy,Family,Fantasy
The Longest Day,1962,G,178 min,"Action, Drama, History",7.8,75.0,"39,100,000",Action,Drama,History
Jules et Jim,1962,,105 min,"Drama, Romance",7.8,97.0,,Drama,Romance,
The Innocents,1961,A,100 min,Horror,7.8,88.0,"2,616,000",Horror,,
À bout de souffle,1960,U,90 min,"Crime, Drama",7.8,,"336,705",Crime,Drama,
Red River,1948,Passed,133 min,"Action, Adventure, Drama",7.8,,,Action,Adventure,Drama
Key Largo,1948,,100 min,"Action, Crime, Drama",7.8,,,Action,Crime,Drama
To Have and Have Not,1944,PG,100 min,"Adventure, Comedy, Film-Noir",7.8,,,Adventure,Comedy,Film-Noir
Shadow of a Doubt,1943,PG,108 min,"Film-Noir, Thriller",7.8,94.0,,Film-Noir,Thriller,
Stagecoach,1939,Passed,96 min,"Adventure, Drama, Western",7.8,93.0,,Adventure,Drama,Western
The Lady Vanishes,1938,,96 min,"Mystery, Thriller",7.8,98.0,,Mystery,Thriller,
Bringing Up Baby,1938,Passed,102 min,"Comedy, Family, Romance",7.8,91.0,,Comedy,Family,Romance
Bride of Frankenstein,1935,,75 min,"Drama, Horror, Sci-Fi",7.8,95.0,"4,360,000",Drama,Horror,Sci-Fi
Duck Soup,1933,,69 min,"Comedy, Musical, War",7.8,93.0,,Comedy,Musical,War
Scarface: The Shame of the Nation,1932,PG,93 min,"Action, Crime, Drama",7.8,87.0,,Action,Crime,Drama
Frankenstein,1931,Passed,70 min,"Drama, Horror, Sci-Fi",7.8,91.0,,Drama,Horror,Sci-Fi
Roma,2018,R,135 min,Drama,7.7,96.0,,Drama,,
God's Own Country,2017,,104 min,"Drama, Romance",7.7,85.0,"335,609",Drama,Romance,
Deadpool 2,2018,R,119 min,"Action, Adventure, Comedy",7.7,66.0,"324,591,735",Action,Adventure,Comedy
Wind River,2017,R,107 min,"Crime, Drama, Mystery",7.7,73.0,"33,800,859",Crime,Drama,Mystery
Get Out,2017,R,104 min,"Horror, Mystery, Thriller",7.7,85.0,"176,040,665",Horror,Mystery,Thriller
Mission: Impossible - Fallout,2018,UA,147 min,"Action, Adventure, Thriller",7.7,86.0,"220,159,104",Action,Adventure,Thriller
En man som heter Ove,2015,PG-13,116 min,"Comedy, Drama, Romance",7.7,70.0,"3,358,518",Comedy,Drama,Romance
What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",7.7,76.0,"3,333,000",Comedy,Horror,
Omoide no Mânî,2014,U,103 min,"Animation, Drama, Family",7.7,72.0,"765,127",Animation,Drama,Family
The Theory of Everything,2014,U,123 min,"Biography, Drama, Romance",7.7,72.0,"35,893,537",Biography,Drama,Romance
Kingsman: The Secret Service,2014,A,129 min,"Action, Adventure, Comedy",7.7,60.0,"128,261,724",Action,Adventure,Comedy
The Fault in Our Stars,2014,UA,126 min,"Drama, Romance",7.7,69.0,"124,872,350",Drama,Romance,
Me and Earl and the Dying Girl,2015,PG-13,105 min,"Comedy, Drama",7.7,74.0,"6,743,776",Comedy,Drama,
Birdman or (The Unexpected Virtue of Ignorance),2014,A,119 min,"Comedy, Drama",7.7,87.0,"42,340,598",Comedy,Drama,
La vie d'Adèle,2013,A,180 min,"Drama, Romance",7.7,89.0,"2,199,675",Drama,Romance,
Kai po che!,2013,U,130 min,"Drama, Sport",7.7,40.0,"1,122,527",Drama,Sport,
The Broken Circle Breakdown,2012,,111 min,"Drama, Music, Romance",7.7,70.0,"175,058",Drama,Music,Romance
Captain America: The Winter Soldier,2014,UA,136 min,"Action, Adventure, Sci-Fi",7.7,70.0,"259,766,572",Action,Adventure,Sci-Fi
Rockstar,2011,UA,159 min,"Drama, Music, Musical",7.7,,"985,912",Drama,Music,Musical
Nebraska,2013,UA,115 min,"Adventure, Comedy, Drama",7.7,87.0,"17,654,912",Adventure,Comedy,Drama
Wreck-It Ralph,2012,U,101 min,"Animation, Adventure, Comedy",7.7,72.0,"189,422,889",Animation,Adventure,Comedy
Le Petit Prince,2015,PG,108 min,"Animation, Adventure, Drama",7.7,70.0,"1,339,152",Animation,Adventure,Drama
Detachment,2011,,98 min,Drama,7.7,52.0,"71,177",Drama,,
Midnight in Paris,2011,PG-13,96 min,"Comedy, Fantasy, Romance",7.7,81.0,"56,816,662",Comedy,Fantasy,Romance
The Lego Movie,2014,U,100 min,"Animation, Action, Adventure",7.7,83.0,"257,760,692",Animation,Action,Adventure
Gravity,2013,UA,91 min,"Drama, Sci-Fi, Thriller",7.7,96.0,"274,092,705",Drama,Sci-Fi,Thriller
Star Trek Into Darkness,2013,UA,132 min,"Action, Adventure, Sci-Fi",7.7,72.0,"228,778,661",Action,Adventure,Sci-Fi
Beasts of No Nation,2015,,137 min,"Drama, War",7.7,79.0,"83,861",Drama,War,
The Social Network,2010,UA,120 min,"Biography, Drama",7.7,95.0,"96,962,694",Biography,Drama,
X: First Class,2011,UA,131 min,"Action, Adventure, Sci-Fi",7.7,65.0,"146,408,305",Action,Adventure,Sci-Fi
The Hangover,2009,UA,100 min,Comedy,7.7,73.0,"277,322,503",Comedy,,
Skyfall,2012,UA,143 min,"Action, Adventure, Thriller",7.7,81.0,"304,360,277",Action,Adventure,Thriller
Silver Linings Playbook,2012,A,122 min,"Comedy, Drama, Romance",7.7,81.0,"132,092,958",Comedy,Drama,Romance
Argo,2012,A,120 min,"Biography, Drama, Thriller",7.7,86.0,"136,025,503",Biography,Drama,Thriller
(500) Days of Summer,2009,UA,95 min,"Comedy, Drama, Romance",7.7,76.0,"32,391,374",Comedy,Drama,Romance
Harry Potter and the Deathly Hallows: Part 1,2010,A,146 min,"Adventure, Family, Fantasy",7.7,65.0,"295,983,305",Adventure,Family,Fantasy
Gake no ue no Ponyo,2008,U,101 min,"Animation, Adventure, Comedy",7.7,86.0,"15,090,400",Animation,Adventure,Comedy
Frost/Nixon,2008,R,122 min,"Biography, Drama, History",7.7,80.0,"18,593,156",Biography,Drama,History
Papurika,2006,U,90 min,"Animation, Drama, Fantasy",7.7,81.0,"881,302",Animation,Drama,Fantasy
Changeling,2008,R,141 min,"Biography, Crime, Drama",7.7,63.0,"35,739,802",Biography,Crime,Drama
Flipped,2010,PG,90 min,"Comedy, Drama, Romance",7.7,45.0,"1,752,214",Comedy,Drama,Romance
Toki o kakeru shôjo,2006,U,98 min,"Animation, Adventure, Comedy",7.7,,,Animation,Adventure,Comedy
Death Note: Desu nôto,2006,,126 min,"Crime, Drama, Fantasy",7.7,,,Crime,Drama,Fantasy
This Is England,2006,,101 min,"Crime, Drama",7.7,86.0,"327,919",Crime,Drama,
Ex Machina,2014,UA,108 min,"Drama, Sci-Fi, Thriller",7.7,78.0,"25,442,958",Drama,Sci-Fi,Thriller
Efter brylluppet,2006,R,120 min,Drama,7.7,78.0,"412,544",Drama,,
The Last King of Scotland,2006,R,123 min,"Biography, Drama, History",7.7,74.0,"17,605,861",Biography,Drama,History
Zodiac,2007,UA,157 min,"Crime, Drama, Mystery",7.7,78.0,"33,080,084",Crime,Drama,Mystery
Lucky Number Slevin,2006,R,110 min,"Action, Crime, Drama",7.7,53.0,"22,494,487",Action,Crime,Drama
Joyeux Noël,2005,PG-13,116 min,"Drama, History, Music",7.7,70.0,"1,054,361",Drama,History,Music
Control,2007,R,122 min,"Biography, Drama, Music",7.7,78.0,"871,577",Biography,Drama,Music
Tangled,2010,U,100 min,"Animation, Adventure, Comedy",7.7,71.0,"200,821,936",Animation,Adventure,Comedy
Zwartboek,2006,R,145 min,"Drama, Thriller, War",7.7,71.0,"4,398,392",Drama,Thriller,War
Brokeback Mountain,2005,A,134 min,"Drama, Romance",7.7,87.0,"83,043,761",Drama,Romance,
3:10 to Yuma,2007,A,122 min,"Action, Crime, Drama",7.7,76.0,"53,606,916",Action,Crime,Drama
Crash,2004,UA,112 min,"Crime, Drama, Thriller",7.7,66.0,"54,580,300",Crime,Drama,Thriller
Kung fu,2004,UA,99 min,"Action, Comedy, Fantasy",7.7,78.0,"17,108,591",Action,Comedy,Fantasy
The Bourne Supremacy,2004,A,108 min,"Action, Mystery, Thriller",7.7,73.0,"176,241,941",Action,Mystery,Thriller
The Machinist,2004,R,101 min,"Drama, Thriller",7.7,61.0,"1,082,715",Drama,Thriller,
Ray,2004,A,152 min,"Biography, Drama, Music",7.7,73.0,"75,331,600",Biography,Drama,Music
Lost in Translation,2003,UA,102 min,"Comedy, Drama",7.7,89.0,"44,585,453",Comedy,Drama,
Harry Potter and the Goblet of Fire,2005,UA,157 min,"Adventure, Family, Fantasy",7.7,81.0,"290,013,036",Adventure,Family,Fantasy
Man on Fire,2004,UA,146 min,"Action, Crime, Drama",7.7,47.0,"77,911,774",Action,Crime,Drama
Coraline,2009,U,100 min,"Animation, Drama, Family",7.7,80.0,"75,286,229",Animation,Drama,Family
The Last Samurai,2003,UA,154 min,"Action, Drama",7.7,55.0,"111,110,575",Action,Drama,
The Magdalene Sisters,2002,R,114 min,Drama,7.7,83.0,"4,890,878",Drama,,
Good Bye Lenin!,2003,R,121 min,"Comedy, Drama, Romance",7.7,68.0,"4,064,200",Comedy,Drama,Romance
In America,2002,PG-13,105 min,Drama,7.7,76.0,"15,539,266",Drama,,
I Am Sam,2001,PG-13,132 min,Drama,7.7,28.0,"40,311,852",Drama,,
Adaptation.,2002,R,115 min,"Comedy, Drama",7.7,83.0,"22,245,861",Comedy,Drama,
Black Hawk Down,2001,A,144 min,"Drama, History, War",7.7,74.0,"108,638,745",Drama,History,War
Road to Perdition,2002,A,117 min,"Crime, Drama, Thriller",7.7,72.0,"104,454,762",Crime,Drama,Thriller
Das Experiment,2001,R,120 min,"Drama, Thriller",7.7,60.0,"141,072",Drama,Thriller,
Billy Elliot,2000,R,110 min,"Drama, Music",7.7,74.0,"21,995,263",Drama,Music,
Hedwig and the Angry Inch,2001,R,95 min,"Comedy, Drama, Music",7.7,85.0,"3,029,081",Comedy,Drama,Music
Ocean's Eleven,2001,UA,116 min,"Crime, Thriller",7.7,74.0,"183,417,150",Crime,Thriller,
Vampire Hunter D: Bloodlust,2000,U,103 min,"Animation, Action, Fantasy",7.7,62.0,"151,086",Animation,Action,Fantasy
"O Brother, Where Art Thou?",2000,U,107 min,"Adventure, Comedy, Crime",7.7,69.0,"45,512,588",Adventure,Comedy,Crime
Interstate 60: Episodes of the Road,2002,R,116 min,"Adventure, Comedy, Drama",7.7,,,Adventure,Comedy,Drama
"South Park: Bigger, Longer & Uncut",1999,A,81 min,"Animation, Comedy, Fantasy",7.7,73.0,"52,037,603",Animation,Comedy,Fantasy
Office Space,1999,R,89 min,Comedy,7.7,68.0,"10,824,921",Comedy,,
Happiness,1998,,134 min,"Comedy, Drama",7.7,81.0,"2,807,390",Comedy,Drama,
Training Day,2001,A,122 min,"Crime, Drama, Thriller",7.7,69.0,"76,631,907",Crime,Drama,Thriller
Rushmore,1998,UA,93 min,"Comedy, Drama, Romance",7.7,86.0,"17,105,219",Comedy,Drama,Romance
Abre los ojos,1997,U,119 min,"Drama, Mystery, Sci-Fi",7.7,,"368,234",Drama,Mystery,Sci-Fi
Being John Malkovich,1999,R,113 min,"Comedy, Drama, Fantasy",7.7,90.0,"22,858,926",Comedy,Drama,Fantasy
As Good as It Gets,1997,A,139 min,"Comedy, Drama, Romance",7.7,67.0,"148,478,011",Comedy,Drama,Romance
The Fifth Element,1997,UA,126 min,"Action, Adventure, Sci-Fi",7.7,52.0,"63,540,020",Action,Adventure,Sci-Fi
Le dîner de cons,1998,PG-13,80 min,Comedy,7.7,73.0,"4,065,116",Comedy,,
Donnie Brasco,1997,A,127 min,"Biography, Crime, Drama",7.7,76.0,"41,909,762",Biography,Crime,Drama
Shine,1996,U,105 min,"Biography, Drama, Music",7.7,87.0,"35,811,509",Biography,Drama,Music
Primal Fear,1996,A,129 min,"Crime, Drama, Mystery",7.7,47.0,"56,116,183",Crime,Drama,Mystery
Hamlet,1996,PG-13,242 min,Drama,7.7,,"4,414,535",Drama,,
A Little Princess,1995,U,97 min,"Drama, Family, Fantasy",7.7,83.0,"10,019,307",Drama,Family,Fantasy
Do lok tin si,1995,UA,99 min,"Comedy, Crime, Drama",7.7,71.0,,Comedy,Crime,Drama
Il postino,1994,U,108 min,"Biography, Comedy, Drama",7.7,81.0,"21,848,932",Biography,Comedy,Drama
Clerks,1994,R,92 min,Comedy,7.7,70.0,"3,151,130",Comedy,,
Short Cuts,1993,R,188 min,"Comedy, Drama",7.7,79.0,"6,110,979",Comedy,Drama,
Philadelphia,1993,UA,125 min,Drama,7.7,66.0,"77,324,422",Drama,,
The Muppet Christmas Carol,1992,G,85 min,"Comedy, Drama, Family",7.7,64.0,"27,281,507",Comedy,Drama,Family
Malcolm X,1992,U,202 min,"Biography, Drama, History",7.7,73.0,"48,169,908",Biography,Drama,History
The Last of the Mohicans,1992,UA,112 min,"Action, Adventure, Drama",7.7,76.0,"75,505,856",Action,Adventure,Drama
Kurenai no buta,1992,U,94 min,"Animation, Adventure, Comedy",7.7,83.0,,Animation,Adventure,Comedy
Glengarry Glen Ross,1992,R,100 min,"Crime, Drama, Mystery",7.7,82.0,"10,725,228",Crime,Drama,Mystery
A Few Good Men,1992,U,138 min,"Drama, Thriller",7.7,62.0,"141,340,178",Drama,Thriller,
Fried Green Tomatoes,1991,PG-13,130 min,Drama,7.7,64.0,"82,418,501",Drama,,
Barton Fink,1991,U,116 min,"Comedy, Drama, Thriller",7.7,69.0,"6,153,939",Comedy,Drama,Thriller
Miller's Crossing,1990,R,115 min,"Crime, Drama, Thriller",7.7,66.0,"5,080,409",Crime,Drama,Thriller
Who Framed Roger Rabbit,1988,U,104 min,"Animation, Adventure, Comedy",7.7,83.0,"156,452,370",Animation,Adventure,Comedy
Spoorloos,1988,,107 min,"Mystery, Thriller",7.7,,,Mystery,Thriller,
Withnail & I,1987,R,107 min,"Comedy, Drama",7.7,84.0,"1,544,889",Comedy,Drama,
The Last Emperor,1987,U,163 min,"Biography, Drama, History",7.7,76.0,"43,984,230",Biography,Drama,History
Empire of the Sun,1987,U,153 min,"Action, Drama, History",7.7,62.0,"22,238,696",Action,Drama,History
Der Name der Rose,1986,R,130 min,"Crime, Drama, Mystery",7.7,54.0,"7,153,487",Crime,Drama,Mystery
Blue Velvet,1986,A,120 min,"Drama, Mystery, Thriller",7.7,76.0,"8,551,228",Drama,Mystery,Thriller
The Purple Rose of Cairo,1985,U,82 min,"Comedy, Fantasy, Romance",7.7,75.0,"10,631,333",Comedy,Fantasy,Romance
After Hours,1985,UA,97 min,"Comedy, Crime, Drama",7.7,90.0,"10,600,000",Comedy,Crime,Drama
Zelig,1983,PG,79 min,Comedy,7.7,,"11,798,616",Comedy,,
The Verdict,1982,U,129 min,Drama,7.7,77.0,"54,000,000",Drama,,
Star Trek II: The Wrath of Khan,1982,U,113 min,"Action, Adventure, Sci-Fi",7.7,67.0,"78,912,963",Action,Adventure,Sci-Fi
First Blood,1982,A,93 min,"Action, Adventure",7.7,61.0,"47,212,904",Action,Adventure,
Ordinary People,1980,U,124 min,Drama,7.7,86.0,"54,800,000",Drama,,
Airplane!,1980,U,88 min,Comedy,7.7,78.0,"83,400,000",Comedy,,
Rupan sansei: Kariosutoro no shiro,1979,U,100 min,"Animation, Adventure, Family",7.7,71.0,,Animation,Adventure,Family
Halloween,1978,A,91 min,"Horror, Thriller",7.7,87.0,"47,000,000",Horror,Thriller,
Le locataire,1976,R,126 min,"Drama, Thriller",7.7,71.0,"1,924,733",Drama,Thriller,
Love and Death,1975,PG,85 min,"Comedy, War",7.7,89.0,,Comedy,War,
The Taking of Pelham One Two Three,1974,U,104 min,"Action, Crime, Thriller",7.7,68.0,,Action,Crime,Thriller
Blazing Saddles,1974,A,93 min,"Comedy, Western",7.7,73.0,"119,500,000",Comedy,Western,
Serpico,1973,A,130 min,"Biography, Crime, Drama",7.7,87.0,"29,800,000",Biography,Crime,Drama
Enter the Dragon,1973,A,102 min,"Action, Crime, Drama",7.7,83.0,"25,000,000",Action,Crime,Drama
Deliverance,1972,U,109 min,"Adventure, Drama, Thriller",7.7,80.0,"7,056,013",Adventure,Drama,Thriller
The French Connection,1971,A,104 min,"Action, Crime, Drama",7.7,94.0,"15,630,710",Action,Crime,Drama
Dirty Harry,1971,A,102 min,"Action, Crime, Thriller",7.7,90.0,"35,900,000",Action,Crime,Thriller
Where Eagles Dare,1968,U,158 min,"Action, Adventure, War",7.7,63.0,,Action,Adventure,War
The Odd Couple,1968,G,105 min,Comedy,7.7,86.0,"44,527,234",Comedy,,
The Dirty Dozen,1967,,150 min,"Action, Adventure, War",7.7,73.0,"45,300,000",Action,Adventure,War
Belle de jour,1967,A,100 min,"Drama, Romance",7.7,,"26,331",Drama,Romance,
A Man for All Seasons,1966,U,120 min,"Biography, Drama, History",7.7,72.0,"28,350,000",Biography,Drama,History
Repulsion,1965,,105 min,"Drama, Horror, Thriller",7.7,91.0,,Drama,Horror,Thriller
Zulu,1964,U,138 min,"Drama, History, War",7.7,77.0,,Drama,History,War
Goldfinger,1964,A,110 min,"Action, Adventure, Thriller",7.7,87.0,"51,081,062",Action,Adventure,Thriller
The Birds,1963,A,119 min,"Drama, Horror, Mystery",7.7,90.0,"11,403,529",Drama,Horror,Mystery
Cape Fear,1962,Passed,106 min,"Drama, Thriller",7.7,76.0,,Drama,Thriller,
Peeping Tom,1960,,101 min,"Drama, Horror, Thriller",7.7,,"83,957",Drama,Horror,Thriller
The Magnificent Seven,1960,Approved,128 min,"Action, Adventure, Western",7.7,74.0,"4,905,000",Action,Adventure,Western
Les yeux sans visage,1960,,90 min,"Drama, Horror",7.7,90.0,"52,709",Drama,Horror,
Invasion of the Body Snatchers,1956,Approved,80 min,"Drama, Horror, Sci-Fi",7.7,92.0,,Drama,Horror,Sci-Fi
Rebel Without a Cause,1955,PG-13,111 min,Drama,7.7,89.0,,Drama,,
The Ladykillers,1955,,91 min,"Comedy, Crime",7.7,91.0,,Comedy,Crime,
Sabrina,1954,Passed,113 min,"Comedy, Drama, Romance",7.7,72.0,,Comedy,Drama,Romance
The Quiet Man,1952,Passed,129 min,"Comedy, Drama, Romance",7.7,,"10,550,000",Comedy,Drama,Romance
